state_name,dist_name,area_type,Total,illiterate_males,literate_males,graduate_males,illiterate_females,literate_females,graduate_females,percent_graduate_males,percent_graduate_females,,,,
karnataka ,Uttara Kannada,Rural,369561,39904,237280,12905,31438,60939,2558,6,5,,,,
karnataka ,Haveri,Rural,489934,70801,278215,11621,62797,78121,1194,5,2,,,,
karnataka ,Bellary,Rural,661799,142244,260402,11484,170532,88621,1275,5,2,,,,
karnataka ,Chitradurga,Rural,559913,89758,270219,14726,97404,102532,1563,6,2,,,,
karnataka ,Davanagere,Rural,513281,87109,267269,13785,79945,78958,1443,6,2,,,,
karnataka ,Shimoga,Rural,449897,63343,253661,14301,56003,76890,2341,6,4,,,,
karnataka ,Udupi,Rural,332992,22522,197600,12920,25217,87653,4530,7,6,,,,
karnataka ,Chikmagalur,Rural,398865,49416,213317,11997,55205,80927,2188,6,3,,,,
karnataka ,Tumkur,Rural,876619,133708,451293,22839,136670,154948,2797,6,2,,,,
karnataka ,Bangalore,Rural,362003,45691,223922,17641,34842,57548,3513,8,7,,,,
karnataka ,Mandya,Rural,609566,122530,309853,18195,95617,81566,2683,6,4,,,,
karnataka ,Hassan,Rural,628337,91872,321498,13679,94943,120024,2708,5,3,,,,
karnataka ,Dakshina Kannada,Rural,513363,28150,285005,15140,43430,156778,5322,6,4,,,,
karnataka ,Kodagu,Rural,228598,24286,116260,9531,32351,55701,3420,9,7,,,,
karnataka ,Mysore,Rural,667959,176180,307370,15996,112247,72162,1759,6,3,,,,
karnataka ,Chamarajanagar,Rural,323770,96882,130502,7441,65536,30850,772,6,3,,,,
karnataka ,Gulbarga,Rural,615917,161193,233510,11683,160562,60652,1089,6,2,,,,
karnataka ,Yadgir,Rural,369656,120007,106291,4935,113297,30061,478,5,2,,,,
karnataka ,Kolar,Rural,431292,72562,203472,12223,80435,74823,1874,7,3,,,,
karnataka ,Chikkaballapura,Rural,441471,81212,188729,10146,94043,77487,1551,6,3,,,,
karnataka ,Bangalore Rural,Rural,293677,39530,167995,10012,36381,49771,1593,6,4,,,,
karnataka ,Ramanagara,Rural,363802,76011,165645,9381,68362,53784,1440,6,3,,,,
kerala,Kasaragod,Rural,236603,10143,163883,9371,10449,52128,3134,6,7,,,,
kerala,Kannur,Rural,264432,5327,197887,13164,5238,55980,4897,7,9,,,,
kerala,Wayanad,Rural,253348,12505,171411,10571,13159,56273,4286,7,8,,,,
kerala,Kozhikode,Rural,233972,3087,194119,12660,2054,34712,4231,7,13,,,,
kerala,Malappuram,Rural,482526,14378,405414,18013,7205,55529,6102,5,11,,,,
kerala,Palakkad,Rural,673752,35002,461641,21935,46475,130634,9833,5,8,,,,
kerala,Thrissur,Rural,313037,7397,229186,13345,6627,69827,8293,6,12,,,,
kerala,Ernakulam,Rural,339684,4899,252041,20924,3519,79225,11250,9,15,,,,
kerala,Idukki,Rural,399602,14628,259854,16848,20962,104158,7464,7,8,,,,
kerala,Kottayam,Rural,434052,4605,328604,32285,2533,98310,15268,10,16,,,,
kerala,Alappuzha,Rural,264266,3968,187490,12263,3503,69305,7397,7,11,,,,
kerala,Pathanamthitta,Rural,260001,4508,194417,14600,2507,58569,9854,8,17,,,,
kerala,Kollam,Rural,374293,8498,261315,20165,8549,95931,10950,8,12,,,,
kerala,Thiruvananthapuram,Rural,402620,17986,289636,22140,11464,83534,12111,8,15,,,,
lakshadweep,Lakshadweep,Rural,2225,44,1834,100,7,340,20,6,6,,,,
maharashtra,Nandurbar,Rural,584986,140299,192905,8763,164035,87747,1194,5,2,,,,
maharashtra,Dhule,Rural,662880,119725,271305,13530,149623,122227,2008,5,2,,,,
maharashtra,Jalgaon,Rural,1260468,152710,614373,29015,219617,273768,4024,5,2,,,,
maharashtra,Buldana,Rural,945137,65564,486542,20255,130917,262114,2609,5,1,,,,
maharashtra,Akola,Rural,469517,29714,269840,10777,46641,123322,1740,4,2,,,,
maharashtra,Washim,Rural,440589,30513,228260,10363,62669,119147,1271,5,2,,,,
maharashtra,Amravati,Rural,754483,56474,443036,22041,74749,180224,3771,5,3,,,,
maharashtra,Wardha,Rural,399918,27015,226645,11291,40378,105880,1818,5,2,,,,
maharashtra,Nagpur,Rural,632303,54143,350955,16827,70546,156659,2961,5,2,,,,
maharashtra,Bhandara,Rural,348017,24592,188169,10878,39171,96085,2197,6,3,,,,
maharashtra,Gondiya,Rural,368016,22036,208919,9019,38240,98821,1782,5,2,,,,
maharashtra,Gadchiroli,Rural,358251,53951,159687,7004,69324,75289,1370,5,2,,,,
maharashtra,Chandrapur,Rural,581214,67476,286562,14307,92594,134582,2339,5,2,,,,
maharashtra,Yavatmal,Rural,1011555,86146,510704,16361,151497,263208,2434,4,1,,,,
maharashtra,Nanded,Rural,1061792,135768,508117,27219,204113,213794,2989,6,2,,,,
maharashtra,Hingoli,Rural,463701,44412,222587,8593,81017,115685,755,4,1,,,,
maharashtra,Parbhani,Rural,598296,79256,266688,12247,129966,122386,1169,5,1,,,,
maharashtra,Jalna,Rural,735489,98223,322767,15834,164102,150397,1828,5,2,,,,
maharashtra,Aurangabad,Rural,962485,108570,454629,27750,193373,205913,3070,7,2,,,,
maharashtra,Nashik,Rural,1688484,178619,782034,40508,278678,449153,6384,6,2,,,,
maharashtra,Thane,Rural,885319,142108,452834,26272,157640,132737,7695,6,6,,,,
maharashtra,Raigarh,Rural,539234,55203,326419,19489,60232,97380,4806,6,5,,,,
maharashtra,Pune,Rural,1676134,135687,909862,70266,213064,417521,15590,8,4,,,,
maharashtra,Ahmadnagar,Rural,1740158,166193,830089,64203,292145,451731,10888,8,3,,,,
maharashtra,Bid,Rural,1004515,112678,452972,36972,195775,243090,4092,9,2,,,,
maharashtra,Latur,Rural,794795,99415,395091,25200,129849,170440,3090,7,2,,,,
maharashtra,Osmanabad,Rural,623486,70445,309421,23284,99279,144341,2759,8,2,,,,
maharashtra,Solapur,Rural,1296526,167043,637924,42229,226306,265253,5508,7,3,,,,
maharashtra,Satara,Rural,1001038,77845,562625,47482,115678,244890,9638,9,4,,,,
maharashtra,Ratnagiri,Rural,476836,29240,252969,10898,62007,132620,3214,5,3,,,,
maharashtra,Sindhudurg,Rural,194803,11592,128332,8470,11361,43518,2334,7,6,,,,
maharashtra,Kolhapur,Rural,1101523,106408,614584,58894,146723,233808,9336,10,4,,,,
maharashtra,Sangli,Rural,845798,81509,489572,45538,100736,173981,7961,10,5,,,,
manipur,Senapati,Rural,183539,42661,57636,6927,51427,31815,2664,13,9,,,,
manipur,Tamenglong,Rural,50465,8794,18448,1161,12016,11207,418,7,4,,,,
manipur,Churachandpur,Rural,83381,7936,45210,3559,8400,21835,1196,8,6,,,,
manipur,Bishnupur,Rural,49223,6313,28299,4691,6085,8526,1201,17,15,,,,
manipur,Thoubal,Rural,86458,10908,46870,5807,13655,15025,1428,13,10,,,,
manipur,Imphal West,Rural,64943,4831,40055,6573,5562,14495,2668,17,19,,,,
manipur,Imphal East,Rural,89068,8322,54920,7258,7313,18513,2750,14,15,,,,
manipur,Ukhrul,Rural,59922,5675,27065,2856,8953,18229,1100,11,7,,,,
manipur,Chandel,Rural,48334,7761,22226,2187,8700,9647,945,10,10,,,,
meghalaya,West Garo Hills,Rural,168476,41129,67921,1687,30713,28713,480,3,2,,,,
meghalaya,East Garo Hills,Rural,73306,13224,34795,470,10800,14487,165,2,2,,,,
meghalaya,South Garo Hills,Rural,35355,6687,17460,372,4952,6256,45,3,1,,,,
meghalaya,West Khasi Hills,Rural,109152,16239,46452,1231,13277,33184,806,3,3,,,,
meghalaya,Ribhoi,Rural,81228,14731,35005,1021,10807,20685,662,3,4,,,,
meghalaya,East Khasi Hills,Rural,161105,27286,71274,3565,16080,46465,2924,6,7,,,,
meghalaya,Jaintia Hills,Rural,101324,33464,28546,1234,19188,20126,1304,5,7,,,,
mizoram,Mamit,Rural,30467,2841,16462,560,2726,8438,216,4,3,,,,
mizoram,Kolasib,Rural,14672,946,8753,254,809,4164,93,3,3,,,,
mizoram,Aizawl,Rural,40272,580,23696,878,458,15538,416,4,3,,,,
mizoram,Champhai,Rural,36363,508,20177,797,861,14817,285,4,2,,,,
mizoram,Serchhip,Rural,16472,114,9018,397,167,7173,177,5,3,,,,
mizoram,Lunglei,Rural,38512,3391,20911,635,3611,10599,233,4,3,,,,
mizoram,Lawngtlai,Rural,32703,7794,14132,613,7057,3720,148,5,4,,,,
mizoram,Saiha,Rural,8363,547,5018,254,627,2171,65,6,3,,,,
madhya pradesh,Sheopur,Rural,168556,57288,71966,3271,32854,6448,259,5,5,,,,
madhya pradesh,Morena,Rural,409796,84587,261641,13796,40779,22789,782,6,4,,,,
madhya pradesh,Bhind,Rural,324158,58551,239456,12645,13491,12660,755,6,6,,,,
madhya pradesh,Gwalior,Rural,204677,51052,120523,6056,22455,10647,512,6,5,,,,
madhya pradesh,Datia,Rural,194734,32408,121639,5490,25547,15140,402,5,3,,,,
madhya pradesh,Shivpuri,Rural,497723,123569,222983,7982,117323,33848,921,4,3,,,,
madhya pradesh,Tikamgarh,Rural,399125,111095,169072,6047,89696,29262,784,4,3,,,,
madhya pradesh,Chhatarpur,Rural,442531,126025,185413,7938,98711,32382,942,5,3,,,,
madhya pradesh,Panna,Rural,244674,64335,114932,6688,47131,18276,894,6,5,,,,
madhya pradesh,Sagar,Rural,543241,90680,314954,15206,82302,55305,1552,5,3,,,,
madhya pradesh,Damoh,Rural,312730,66585,161140,6903,55076,29929,874,5,3,,,,
madhya pradesh,Satna,Rural,476082,88276,252540,21812,84517,50749,2554,9,6,,,,
madhya pradesh,Rewa,Rural,521714,93358,269947,28913,99041,59368,3454,11,6,,,,
madhya pradesh,Umaria,Rural,111945,26208,52452,3711,22374,10911,517,8,5,,,,
madhya pradesh,Neemuch,Rural,271646,34870,121769,5805,73719,41288,762,5,2,,,,
madhya pradesh,Mandsaur,Rural,444685,53900,225230,9007,100175,65380,1054,4,2,,,,
madhya pradesh,Ratlam,Rural,339067,66639,146808,5336,83690,41930,684,4,2,,,,
madhya pradesh,Ujjain,Rural,437735,69760,219370,7312,94008,54597,659,4,2,,,,
madhya pradesh,Shajapur,Rural,422800,71176,221108,1710,82461,48055,155,1,1,,,,
madhya pradesh,Dewas,Rural,392695,76166,194537,6677,79280,42712,687,4,2,,,,
madhya pradesh,Dhar,Rural,649021,171631,220923,12386,195680,60787,2124,6,4,,,,
madhya pradesh,Indore,Rural,320165,49727,169985,9927,61806,38647,1658,6,5,,,,
madhya pradesh,Khargone (West Nimar),Rural,664490,144094,247866,10824,185828,86702,1972,5,3,,,,
madhya pradesh,Barwani,Rural,460784,166945,104208,5197,156624,33007,1124,5,4,,,,
madhya pradesh,Rajgarh,Rural,395068,101694,166892,9888,91501,34981,1088,6,4,,,,
madhya pradesh,Vidisha,Rural,301292,70138,178362,8401,33666,19126,827,5,5,,,,
madhya pradesh,Bhopal,Rural,129830,28077,68009,5026,21929,11815,743,8,7,,,,
madhya pradesh,Sehore,Rural,304354,59640,170535,9462,48495,25684,901,6,4,,,,
madhya pradesh,Raisen,Rural,284748,60054,168047,8996,34299,22348,953,6,5,,,,
madhya pradesh,Betul,Rural,422382,91605,180747,10200,85720,64310,2501,6,4,,,,
madhya pradesh,Harda,Rural,131627,25849,73690,4185,20769,11319,405,6,4,,,,
madhya pradesh,Hoshangabad,Rural,249826,50155,145497,11491,34115,20059,1326,8,7,,,,
madhya pradesh,Katni,Rural,238663,41392,130900,7372,40455,25916,1165,6,5,,,,
madhya pradesh,Jabalpur,Rural,297591,45263,166587,8165,47499,38242,959,5,3,,,,
madhya pradesh,Narsimhapur,Rural,296921,47295,169889,8918,43443,36294,986,6,3,,,,
madhya pradesh,Dindori,Rural,240777,43961,91416,4487,67128,38272,900,5,3,,,,
madhya pradesh,Mandla,Rural,285773,51826,114519,6868,75378,44050,1438,6,4,,,,
madhya pradesh,Chhindwara,Rural,524860,107435,239467,13851,103114,74844,2800,6,4,,,,
madhya pradesh,Seoni,Rural,348936,61089,170630,11280,64187,53030,2164,7,5,,,,
madhya pradesh,Balaghat,Rural,458123,51576,231174,13280,73528,101845,3228,6,4,,,,
madhya pradesh,Guna,Rural,269407,79229,125681,5363,48439,16058,448,5,3,,,,
madhya pradesh,Ashoknagar,Rural,196546,46619,115616,4308,24549,9762,351,4,4,,,,
madhya pradesh,Shahdol (43),Rural,185785,43177,81036,5918,40853,20719,865,8,5,,,,
madhya pradesh,Anuppur (44),Rural,173035,36208,72289,4347,42203,22335,646,7,3,,,,
madhya pradesh,Sidhi (45),Rural,248497,60738,113314,10865,51003,23442,1602,10,7,,,,
madhya pradesh,Singrauli (46),Rural,289821,81640,109582,6936,77100,21499,823,7,4,,,,
madhya pradesh,Jhabua (47),Rural,341710,122963,66306,3601,134303,18138,726,6,5,,,,
madhya pradesh,Alirajpur (48),Rural,247463,106808,31755,2328,99227,9673,598,8,7,,,,
madhya pradesh,Khandwa (East Nimar) (49),Rural,417077,83419,177010,5091,104830,51818,857,3,2,,,,
madhya pradesh,Burhanpur (50),Rural,194981,48922,73598,2596,51913,20548,372,4,2,,,,
nagaland,Mon,Rural,96763,27374,25338,455,28597,15454,101,2,1,,,,
nagaland,Mokokchung,Rural,62138,3219,31820,1554,3026,24073,959,5,4,,,,
nagaland,Zunheboto,Rural,42326,4199,18467,1100,5738,13922,557,6,5,,,,
nagaland,Wokha,Rural,53544,3964,24749,1374,6578,18253,481,6,3,,,,
nagaland,Dimapur,Rural,59651,7254,32405,3529,5874,14118,1836,11,14,,,,
nagaland,Phek,Rural,55454,6769,21967,1746,11161,15557,611,8,4,,,,
nagaland,Tuensang,Rural,64049,11507,23083,676,13323,16136,231,3,2,,,,
nagaland,Longleng,Rural,19054,3707,6422,225,4055,4870,110,4,3,,,,
nagaland,Kiphire,Rural,22272,4337,7360,258,5775,4800,83,4,2,,,,
nagaland,Kohima,Rural,61362,5841,29419,2658,9219,16883,1315,10,8,,,,
nagaland,Peren,Rural,32464,3953,14669,607,5368,8474,198,5,3,,,,
rajasthan,Ganganagar,Rural,516321,114271,274753,14963,75625,51672,1945,6,4,,,,
rajasthan,Hanumangarh,Rural,539409,112908,259259,14282,104313,62929,1857,6,3,,,,
rajasthan,Bikaner,Rural,526267,132525,225263,9083,123210,45269,596,5,2,,,,
rajasthan,Churu,Rural,482468,97532,217846,11093,109489,57601,1393,6,3,,,,
rajasthan,Jhunjhunun,Rural,468348,60352,276679,26699,70427,60890,4832,10,8,,,,
rajasthan,Alwar,Rural,982551,159950,509306,42341,208461,104834,4240,9,5,,,,
rajasthan,Bharatpur,Rural,569326,89170,331910,23434,101766,46480,1479,8,4,,,,
rajasthan,Dhaulpur,Rural,255735,52848,154586,6458,33178,15123,305,5,3,,,,
rajasthan,Karauli,Rural,381396,68788,191675,14109,89600,31333,878,8,3,,,,
rajasthan,Sawai Madhopur,Rural,352863,66745,164928,13156,94929,26261,734,8,3,,,,
rajasthan,Dausa,Rural,454738,75525,218095,21032,119544,41574,1142,10,3,,,,
rajasthan,Jaipur,Rural,1027597,164891,522447,55263,244302,95957,4355,11,5,,,,
rajasthan,Sikar,Rural,542999,81320,325332,30527,82876,53471,3425,10,7,,,,
rajasthan,Nagaur,Rural,826708,169317,385059,22801,201761,70571,1818,6,3,,,,
rajasthan,Jodhpur,Rural,689213,151117,333811,16169,155584,48701,1030,5,3,,,,
rajasthan,Jaisalmer,Rural,148802,39087,74360,3451,27446,7909,146,5,2,,,,
rajasthan,Barmer,Rural,690054,180961,298039,11009,163791,47263,1097,4,3,,,,
rajasthan,Jalor,Rural,617837,150648,241254,6984,181317,44618,498,3,2,,,,
rajasthan,Sirohi,Rural,253833,79501,107676,4624,56568,10088,336,5,4,,,,
rajasthan,Pali,Rural,472543,107995,220740,12867,108526,35282,1087,6,4,,,,
rajasthan,Ajmer,Rural,515587,99572,240920,9940,136150,38945,1132,5,3,,,,
rajasthan,Tonk,Rural,404106,81050,165698,10813,126915,30443,852,7,3,,,,
rajasthan,Bundi,Rural,297842,76019,130473,6701,72673,18677,680,6,4,,,,
rajasthan,Bhilwara,Rural,722043,158652,289862,12556,206033,67496,1816,5,3,,,,
rajasthan,Rajsamand,Rural,307202,62145,149425,5911,71221,24411,943,4,4,,,,
rajasthan,Dungarpur,Rural,192853,51275,100149,7112,26991,14438,1275,8,9,,,,
rajasthan,Banswara,Rural,504803,139755,191111,9071,136985,36952,1543,5,5,,,,
rajasthan,Chittaurgarh,Rural,566893,106885,228866,10072,174422,56720,1336,5,3,,,,
rajasthan,Kota,Rural,230870,37556,137146,7348,35595,20573,495,6,3,,,,
rajasthan,Baran,Rural,290513,54980,150061,7970,60160,25312,614,6,3,,,,
rajasthan,Jhalawar,Rural,410935,95385,187655,7607,96627,31268,645,5,3,,,,
rajasthan,Udaipur,Rural,628213,166666,295811,13352,125204,40532,2036,5,6,,,,
rajasthan,Pratapgarh,Rural,304356,74829,110725,3854,88209,30593,394,4,2,,,,
sikkim,North  District,Rural,15598,1984,9490,503,1577,2547,189,6,8,,,,
sikkim,West District,Rural,48963,6458,25020,1415,6739,10746,628,6,6,,,,
sikkim,South District,Rural,43653,5211,24832,1206,4367,9243,637,5,7,,,,
sikkim,East District,Rural,63273,6816,37062,2156,6195,13200,903,6,7,,,,
tamil nadu,Thiruvallur,Rural,440386,61989,243036,18036,65148,70213,3953,8,6,,,,
tamil nadu,Kancheepuram,Rural,490832,62989,278091,18018,63553,86199,5245,7,7,,,,
tamil nadu,Vellore,Rural,794368,98729,430504,20520,114858,150277,5568,5,4,,,,
tamil nadu,Tiruvannamalai,Rural,804203,108612,384371,14912,147708,163512,4203,4,3,,,,
tamil nadu,Viluppuram,Rural,1105355,177407,506911,25073,221147,199890,7047,5,4,,,,
tamil nadu,Salem,Rural,848976,163019,346300,18025,197209,142448,4731,6,4,,,,
tamil nadu,Namakkal,Rural,523067,73953,222834,16607,113629,112651,6440,8,6,,,,
tamil nadu,Erode,Rural,579706,101840,236721,14908,134318,106827,5457,7,6,,,,
tamil nadu,The Nilgiris,Rural,146819,10287,72342,4953,22472,41718,1426,7,4,,,,
tamil nadu,Dindigul,Rural,649253,84848,291726,11206,133761,138918,4123,4,3,,,,
tamil nadu,Karur,Rural,328134,44987,142949,7136,74670,65528,1965,5,3,,,,
tamil nadu,Tiruchirappalli,Rural,633125,66031,309360,18742,114432,143302,6262,7,5,,,,
tamil nadu,Perambalur,Rural,218318,28675,89391,4768,48029,52223,1824,6,4,,,,
tamil nadu,Ariyalur,Rural,247808,36804,117632,6272,48979,44393,1972,6,5,,,,
tamil nadu,Cuddalore,Rural,577264,79333,298058,18343,97851,102022,4504,7,5,,,,
tamil nadu,Nagapattinam,Rural,386281,34760,241720,13622,42091,67710,3467,6,6,,,,
tamil nadu,Thiruvarur,Rural,336576,31702,207676,13154,39067,58131,2990,7,6,,,,
tamil nadu,Thanjavur,Rural,564456,62123,326713,21117,76512,99108,5340,7,6,,,,
tamil nadu,Pudukkottai,Rural,539932,65784,270475,11761,94786,108887,3647,5,4,,,,
tamil nadu,Sivaganga,Rural,337501,36615,175479,8714,56782,68625,2767,5,5,,,,
tamil nadu,Madurai ,Rural,307673,61558,246115,14487,98659,104923,3809,6,4,,,,
tamil nadu,Theni,Rural,266784,35306,120348,6680,55270,55860,1607,6,3,,,,
tamil nadu,Virudhunagar,Rural,444109,47571,210462,9613,83600,102476,2809,5,3,,,,
tamil nadu,Ramanathapuram,Rural,362796,41696,190407,8675,57348,73345,2334,5,4,,,,
tamil nadu,Thoothukkudi,Rural,352268,29788,194661,8157,44473,83346,2682,5,4,,,,
tamil nadu,Tirunelveli,Rural,689292,62135,337226,15929,106187,183744,5396,5,3,,,,
tamil nadu,Kanniyakumari,Rural,101679,6292,76031,4683,2645,16711,1986,7,12,,,,
tamil nadu,Dharmapuri,Rural,558167,109737,223004,12002,131004,94422,3608,6,4,,,,
tamil nadu,Krishnagiri,Rural,594566,116074,262100,10500,119686,96706,3514,5,4,,,,
tamil nadu,Coimbatore,Rural,405172,59423,196993,11793,68666,80090,4832,6,7,,,,
tamil nadu,Tiruppur,Rural,500130,72808,228929,11332,98258,100135,3900,5,4,,,,
tripura,West Tripura,Rural,309205,28353,225430,9588,15536,39886,1513,5,4,,,,
tripura,South Tripura,Rural,220594,23168,156051,8092,14425,26950,864,6,4,,,,
tripura,Dhalai,Rural,94841,8291,69130,2341,5055,12365,401,4,4,,,,
tripura,North Tripura,Rural,152297,12452,114387,3983,7301,18157,609,4,4,,,,
uttar pradesh,Saharanpur,Rural,605679,154547,396454,29541,31361,23317,2736,8,12,,,,
uttar pradesh,Muzaffarnagar,Rural,777991,179793,501801,35374,56097,40300,3893,8,10,,,,
uttar pradesh,Bijnor,Rural,622746,154959,398240,36311,38132,31415,4653,10,15,,,,
uttar pradesh,Moradabad,Rural,715842,297555,340848,25277,53692,23747,2522,8,11,,,,
uttar pradesh,Rampur,Rural,406179,180229,180641,11350,30875,14434,1507,7,11,,,,
uttar pradesh,Jyotiba Phule Nagar,Rural,342119,95482,192968,17959,35420,18249,2016,10,12,,,,
uttar pradesh,Meerut,Rural,428813,83344,285073,25961,32239,28157,2576,10,10,,,,
uttar pradesh,Baghpat,Rural,264957,46552,183021,18141,19270,16114,1717,10,11,,,,
uttar pradesh,Ghaziabad,Rural,385278,62332,263902,22064,29417,29627,2546,9,9,,,,
uttar pradesh,Gautam Buddha Nagar,Rural,156613,19606,110577,8740,12835,13595,897,8,7,,,,
uttar pradesh,Bulandshahr,Rural,666748,116482,437191,35475,68877,44198,3601,9,9,,,,
uttar pradesh,Aligarh,Rural,576327,117936,374650,28980,50436,33305,2922,8,9,,,,
uttar pradesh,Mahamaya Nagar,Rural,263907,46100,186040,17677,17591,14176,1390,10,10,,,,
uttar pradesh,Mathura,Rural,413700,74173,271523,21842,41887,26117,2075,9,8,,,,
uttar pradesh,Agra,Rural,545560,103717,375253,28135,35946,30644,2555,8,9,,,,
uttar pradesh,Firozabad,Rural,362109,69823,253835,21408,20600,17851,1737,9,10,,,,
uttar pradesh,Mainpuri,Rural,363037,63263,264853,21338,15461,19460,1837,9,10,,,,
uttar pradesh,Budaun,Rural,728837,329590,331017,16895,50231,17999,1709,6,10,,,,
uttar pradesh,Bareilly,Rural,651896,241760,334980,20001,47208,27948,2460,6,9,,,,
uttar pradesh,Pilibhit,Rural,381233,126134,222616,12869,19606,12877,1255,6,10,,,,
uttar pradesh,Shahjahanpur,Rural,560332,208768,306292,18492,27426,17846,1972,7,12,,,,
uttar pradesh,Kheri,Rural,849900,298394,460418,27761,58590,32498,3058,7,10,,,,
uttar pradesh,Sitapur,Rural,900223,305439,488098,31053,68304,38382,3929,7,11,,,,
uttar pradesh,Hardoi,Rural,841702,249142,503358,33833,54357,34845,3422,7,10,,,,
uttar pradesh,Unnao,Rural,638841,174111,362436,25101,62796,39498,3362,7,9,,,,
uttar pradesh,Lucknow,Rural,336733,83895,196932,19736,31761,24145,3316,11,14,,,,
uttar pradesh,Rae Bareli,Rural,573885,130552,330074,31824,69265,43994,5325,10,13,,,,
uttar pradesh,Farrukhabad,Rural,370033,94442,237092,17994,21633,16866,1614,8,10,,,,
uttar pradesh,Kannauj,Rural,346591,69796,236552,21053,22127,18116,1891,9,11,,,,
uttar pradesh,Etawah,Rural,278695,43862,204562,19375,13736,16535,1606,10,10,,,,
uttar pradesh,Auraiya,Rural,271085,44136,199368,23189,12246,15335,1854,12,13,,,,
uttar pradesh,Kanpur Dehat,Rural,406229,71107,276977,29488,28367,29778,3208,11,11,,,,
uttar pradesh,Kanpur Nagar,Rural,413075,76500,275308,28693,30605,30662,3844,11,13,,,,
uttar pradesh,Jalaun,Rural,324913,55334,220161,23597,26753,22665,1409,11,7,,,,
uttar pradesh,Jhansi,Rural,345272,54022,206548,13947,49884,34818,1459,7,5,,,,
uttar pradesh,Lalitpur,Rural,312571,87839,153160,6277,54095,17477,798,5,5,,,,
uttar pradesh,Hamirpur,Rural,239388,50074,139876,12310,32824,16614,1213,9,8,,,,
uttar pradesh,Mahoba,Rural,195599,47537,99866,6638,32898,15298,762,7,5,,,,
uttar pradesh,Banda,Rural,414188,100763,224160,19571,65226,24039,1647,9,7,,,,
uttar pradesh,Chitrakoot,Rural,259462,64861,123688,12662,51369,19544,1198,11,7,,,,
uttar pradesh,Fatehpur,Rural,594793,133658,322221,29937,89605,49309,4222,10,9,,,,
uttar pradesh,Pratapgarh,Rural,516497,91373,298184,38851,75465,51475,5592,14,11,,,,
uttar pradesh,Kaushambi,Rural,385259,95674,173300,15284,85484,30801,2130,9,7,,,,
uttar pradesh,Allahabad,Rural,935148,172231,519177,72369,158116,85624,8014,14,10,,,,
uttar pradesh,Bara Banki,Rural,753963,225776,383311,28837,96108,48768,3941,8,9,,,,
uttar pradesh,Faizabad,Rural,417049,100959,234535,29935,50753,30802,4427,13,15,,,,
uttar pradesh,Ambedkar Nagar,Rural,380562,71822,225686,34809,45457,37597,6710,16,18,,,,
uttar pradesh,Sultanpur,Rural,645513,132306,377236,45918,82198,53773,6782,13,13,,,,
uttar pradesh,Bahraich,Rural,679852,293800,290883,19681,69980,25189,2538,7,11,,,,
uttar pradesh,Shrawasti,Rural,225829,97257,89126,5915,30945,8501,667,7,8,,,,
uttar pradesh,Balrampur,Rural,424869,168563,169165,10171,69879,17262,1339,7,8,,,,
uttar pradesh,Gonda,Rural,687634,222529,336240,27337,89829,39036,3673,9,10,,,,
uttar pradesh,Siddharthnagar,Rural,417811,123797,198885,15218,67982,27147,2054,8,8,,,,
uttar pradesh,Basti,Rural,415881,101485,234942,26808,49786,29668,3755,12,13,,,,
uttar pradesh,Sant Kabir Nagar,Rural,240109,55807,141298,13773,27560,15444,1783,10,12,,,,
uttar pradesh,Mahrajganj,Rural,411102,100491,217801,18286,64737,28073,2476,9,9,,,,
uttar pradesh,Gorakhpur,Rural,557522,109872,345859,38316,60822,40969,4834,12,12,,,,
uttar pradesh,Kushinagar,Rural,491425,113111,281839,26637,60979,35496,3487,10,10,,,,
uttar pradesh,Deoria,Rural,392516,71520,247657,31370,42968,30371,4655,13,16,,,,
uttar pradesh,Azamgarh,Rural,697713,137329,405063,52178,91382,63939,8819,13,14,,,,
uttar pradesh,Mau,Rural,268888,48135,159167,24169,32918,28668,4784,16,17,,,,
uttar pradesh,Ballia,Rural,507875,92412,300315,43333,62126,53022,6270,15,12,,,,
uttar pradesh,Jaunpur,Rural,820774,135608,463237,65081,135533,86396,9720,15,12,,,,
uttar pradesh,Ghazipur,Rural,704521,123335,404963,56205,104163,72060,7959,14,12,,,,
uttar pradesh,Chandauli,Rural,295192,51062,181178,26225,36224,26728,3272,15,13,,,,
uttar pradesh,Varanasi ,Rural,480790,78271,301126,43484,57676,43717,6089,15,14,,,,
uttar pradesh,Sant Ravidas Nagar (Bhadohi),Rural,234889,44381,148426,19545,26489,15593,1567,14,11,,,,
uttar pradesh,Mirzapur,Rural,457223,100665,252787,31750,66810,36961,4214,13,12,,,,
uttar pradesh,Sonbhadra,Rural,321407,82416,143597,12969,70462,24932,2061,10,9,,,,
uttar pradesh,Etah,Rural,355311,75385,234301,19429,25487,20138,1710,9,9,,,,
uttar pradesh,Kanshiram Nagar ,Rural,287146,90909,166000,10163,20881,9356,829,7,9,,,,
uttarakhand,Uttarkashi,Rural,121181,10415,55528,7077,31374,23864,2371,13,10,,,,
uttarakhand,Chamoli,Rural,94605,4469,44471,6546,17385,28280,2653,15,10,,,,
uttarakhand,Rudraprayag,Rural,75189,2412,32183,4974,15489,25105,2134,16,9,,,,
uttarakhand,Tehri Garhwal,Rural,145027,10592,70189,9147,32061,32185,2887,14,9,,,,
uttarakhand,Dehradun,Rural,205301,29540,131870,22294,18632,25259,6168,17,25,,,,
